,0
918,7688B99FD33CC5435CDDA1184EA1DBEDB78A91D3
919,630B20D0700C66F0BE47275337D8FF7EE76BF900
920,883C85501715F631F6E84D2B3C5A504EC6BE440A
921,B98D2E6C11CCC78784D7D4BCC4EA67A879FB7F79
922,F134EA280E4A5C3A08F0C8CC57C76DC3F8E8AE62
923,D532ACAE37B9212324A7013C925F1D65E20DC55C
924,C907BE14C0E9C839F57614DB5E38A8623551A73D
925,B28DAC031636800DCECAD8FC3BEE7EC2EB42F5AF
926,FE9F7513FA3F9DC07A91AE30EB8BE8DF281F78AD
927,B29BB0FED6C35AFEEA8621E6A032DF8B34257031
928,25CF960A29914AAD30CE74DBDABE691930BF5D95
929,0C0256D646795F2D00F987849F95502161D367AC
930,C356EC3578D6005626D2687D9CA4351A17DEE26A
931,74976F8FEB9ACB156BDB0B73FA68F62A64DBAFA1
932,03CCB38E7B954786E5D89570207A312FA4EED69C
933,A4DD64A8E76A073F3438B52BAB4B0C6A074015A4
934,B383A54A5D8D6E28F52EF21D8E3A8E0DA7F3CE93
935,96F0FDA60D20B939003CCF336A051A411E83A02E
936,AB49E273AC71C4598E5645616FF96F8BD377DFD3
937,D79BA3EA64D4C6A77235F4EA76E214E72E0A0F3E
938,B48488CC7E01E5A992FB65FF46C2D0AFACFB15E2
939,93C1EB6C8E65E626B1D2849C53F901789715EEA7
940,42445C7C2DB84387E3FB1C5894DD086DFE43ED80
941,61062A367E07C68F63C770DF6C4B09236979754B
942,E19448B8C003E7DFE8EEB717446D1D66D967E03F
943,6029E13B4874DD8E04DA8F5B6B4E99A17F0D91C3
944,E48C46379C3854108C21D3967E3F58A0D39AECB3
945,35C9F3046B2DD2CEDCCFFEB846C9E2DCCD695FEC
946,F62323ADD40DF665434894450983CA9C1352EE59
947,B9DF4FEF50DE9CFC8134D882C1FE3FC2D26E663C
948,610155B738E7A9EFFA78360FCC6845D54400FC36
949,5F34F9B2690D4FCCE0D516A85F7383A6E3E40D24
950,1D42C257EAD97A1876D16B3DB96A02E889906583
951,5789FF19D9C277A2E10BB1430E4AFF6BF857300C
952,16138F580D0F095FD77431E486F6020C606E81B4
953,7772A96C65EB1C61F338F71595C0E47B06464F50
954,CF8ACCF72F9CF47E1A8A48AF23317D25BA72ABDC
955,401FDD125C663540F4CADB35A874E63C5C680939
956,1264655FE22BB9EF0BFFCD8D4B886ABCE7C8F67D
957,C74C1C5B4A3B39A3895ED0794C506F5C7DDD245F
958,173309B7A19AB82A3C463216CF0D4990A531D227
